timestamp,origin,destination,summary_route,travel_time_seconds,travel_time_minutes,distance_meters,distance_km
2025-05-26T18:55:35.664692,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,890,14.83,6545,6.54
2025-05-26T18:55:36.073369,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2809,46.82,16860,16.86
2025-05-26T18:55:36.483610,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,332,5.53,1167,1.17
2025-05-26T18:55:36.995303,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2162,36.03,11988,11.99
2025-05-26T18:55:37.610857,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1857,30.95,14732,14.73
2025-05-26T19:00:38.904349,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3279,54.65,17501,17.5
2025-05-26T19:00:39.392444,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1799,29.98,5825,5.83
2025-05-26T19:00:39.806648,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,748,12.47,3134,3.13
2025-05-26T19:00:40.417759,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,672,11.2,3160,3.16
2025-05-26T19:00:41.133141,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4054,67.57,19591,19.59
2025-05-26T19:00:41.605860,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,898,14.97,6545,6.54
2025-05-26T19:00:42.056512,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2883,48.05,16860,16.86
2025-05-26T19:00:42.569990,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,328,5.47,1167,1.17
2025-05-26T19:00:43.084921,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2203,36.72,11988,11.99
2025-05-26T19:00:43.736069,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1846,30.77,14732,14.73
2025-05-26T19:05:44.862636,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3262,54.37,17279,17.28
2025-05-26T19:05:45.270305,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1852,30.87,5825,5.83
2025-05-26T19:05:45.577075,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,741,12.35,3127,3.13
2025-05-26T19:05:46.089664,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,637,10.62,3160,3.16
2025-05-26T19:05:46.747305,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3951,65.85,19591,19.59
2025-05-26T19:05:47.115276,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,902,15.03,6545,6.54
2025-05-26T19:05:47.626179,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2826,47.1,16860,16.86
2025-05-26T19:05:48.024712,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,299,4.98,1167,1.17
2025-05-26T19:05:48.412906,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2177,36.28,11988,11.99
2025-05-26T19:05:49.097981,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1865,31.08,14557,14.56
2025-05-26T19:10:49.702375,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3298,54.97,17279,17.28
2025-05-26T19:10:49.901193,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1333,22.22,5825,5.83
2025-05-26T19:10:50.073589,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,783,13.05,3128,3.13
2025-05-26T19:10:50.261316,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,652,10.87,3160,3.16
2025-05-26T19:10:50.878290,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3939,65.65,19591,19.59
2025-05-26T19:10:51.072925,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,908,15.13,6545,6.54
2025-05-26T19:10:51.326459,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2771,46.18,16860,16.86
2025-05-26T19:10:51.527386,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,317,5.28,1167,1.17
2025-05-26T19:10:51.802428,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2150,35.83,11988,11.99
2025-05-26T19:10:52.294775,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1898,31.63,14557,14.56
2025-05-26T19:15:53.954898,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3293,54.88,17616,17.62
2025-05-26T19:15:54.469336,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1529,25.48,5825,5.83
2025-05-26T19:15:55.287713,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,764,12.73,3127,3.13
2025-05-26T19:15:55.800367,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,620,10.33,3160,3.16
2025-05-26T19:15:56.620093,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3983,66.38,19591,19.59
2025-05-26T19:15:57.129461,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,900,15.0,6545,6.54
2025-05-26T19:15:57.583959,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2756,45.93,16860,16.86
2025-05-26T19:15:57.921272,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,291,4.85,1167,1.17
2025-05-26T19:15:58.390571,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2156,35.93,11988,11.99
2025-05-26T19:15:59.179279,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1917,31.95,14557,14.56
2025-05-26T19:21:00.285965,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,3179,52.98,17613,17.61
2025-05-26T19:21:00.645599,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1497,24.95,5825,5.83
2025-05-26T19:21:01.064970,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,805,13.42,3127,3.13
2025-05-26T19:21:01.475736,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,666,11.1,3160,3.16
2025-05-26T19:21:02.313340,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3921,65.35,19591,19.59
2025-05-26T19:21:02.672201,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,884,14.73,6545,6.54
2025-05-26T19:21:03.109570,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2799,46.65,16860,16.86
2025-05-26T19:21:03.621820,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,277,4.62,1167,1.17
2025-05-26T19:21:03.942243,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2155,35.92,11988,11.99
2025-05-26T19:21:04.647969,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1855,30.92,14732,14.73
2025-05-26T19:26:05.346233,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3181,53.02,18086,18.09
2025-05-26T19:26:05.628513,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1595,26.58,5825,5.83
2025-05-26T19:26:05.839459,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,771,12.85,3127,3.13
2025-05-26T19:26:06.042591,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,664,11.07,3160,3.16
2025-05-26T19:26:06.596910,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3930,65.5,20576,20.58
2025-05-26T19:26:06.792448,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,914,15.23,6545,6.54
2025-05-26T19:26:07.106223,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2748,45.8,16860,16.86
2025-05-26T19:26:07.294352,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,287,4.78,1167,1.17
2025-05-26T19:26:07.590252,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2190,36.5,12280,12.28
2025-05-26T19:26:08.055168,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1813,30.22,14732,14.73
2025-05-26T19:31:08.782915,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3153,52.55,17616,17.62
2025-05-26T19:31:09.059306,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1570,26.17,5825,5.83
2025-05-26T19:31:09.368592,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,791,13.18,3127,3.13
2025-05-26T19:31:09.947910,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,597,9.95,3160,3.16
2025-05-26T19:31:10.587945,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3893,64.88,19591,19.59
2025-05-26T19:31:10.892797,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,892,14.87,6545,6.54
2025-05-26T19:31:11.550431,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2689,44.82,16860,16.86
2025-05-26T19:31:11.878972,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,294,4.9,1167,1.17
2025-05-26T19:31:12.308303,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2101,35.02,12280,12.28
2025-05-26T19:31:13.149829,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1832,30.53,14732,14.73
2025-05-26T19:36:14.496867,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3093,51.55,17501,17.5
2025-05-26T19:36:14.809917,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1366,22.77,5825,5.83
2025-05-26T19:36:15.317618,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,779,12.98,3128,3.13
2025-05-26T19:36:15.668177,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,645,10.75,3160,3.16
2025-05-26T19:36:16.836848,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3746,62.43,19626,19.63
2025-05-26T19:36:17.064059,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,897,14.95,6545,6.54
2025-05-26T19:36:17.455350,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2647,44.12,16860,16.86
2025-05-26T19:36:17.754236,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,295,4.92,1167,1.17
2025-05-26T19:36:18.055858,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2062,34.37,12280,12.28
2025-05-26T19:36:18.593820,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1830,30.5,14557,14.56
2025-05-26T19:41:19.705896,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,3117,51.95,17501,17.5
2025-05-26T19:41:19.978903,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1344,22.4,5825,5.83
2025-05-26T19:41:20.255793,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,833,13.88,3134,3.13
2025-05-26T19:41:20.508195,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,625,10.42,3160,3.16
2025-05-26T19:41:21.041324,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3777,62.95,19591,19.59
2025-05-26T19:41:21.303736,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,865,14.42,6545,6.54
2025-05-26T19:41:21.829614,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2580,43.0,16860,16.86
2025-05-26T19:41:22.366110,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,286,4.77,1167,1.17
2025-05-26T19:41:22.884717,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2055,34.25,12280,12.28
2025-05-26T19:41:23.445309,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1819,30.32,14557,14.56
2025-05-26T19:46:25.244977,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Begumpet Rd,3024,50.4,17613,17.61
2025-05-26T19:46:25.776054,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1237,20.62,5825,5.83
2025-05-26T19:46:26.309080,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,822,13.7,3127,3.13
2025-05-26T19:46:26.840847,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,649,10.82,3160,3.16
2025-05-26T19:46:27.801350,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3723,62.05,19591,19.59
2025-05-26T19:46:28.139097,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,897,14.95,6545,6.54
2025-05-26T19:46:28.539654,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2619,43.65,16860,16.86
2025-05-26T19:46:28.857713,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,288,4.8,1167,1.17
2025-05-26T19:46:29.245137,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2085,34.75,12280,12.28
2025-05-26T19:46:29.826018,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1827,30.45,14557,14.56
2025-05-26T19:51:30.492429,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3008,50.13,20129,20.13
2025-05-26T19:51:30.888736,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1063,17.72,5825,5.83
2025-05-26T19:51:31.107480,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,795,13.25,3127,3.13
2025-05-26T19:51:31.326611,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,670,11.17,3160,3.16
2025-05-26T19:51:32.028908,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3562,59.37,19844,19.84
2025-05-26T19:51:32.266826,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,903,15.05,6545,6.54
2025-05-26T19:51:32.728255,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2601,43.35,16860,16.86
2025-05-26T19:51:33.134965,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,290,4.83,1167,1.17
2025-05-26T19:51:33.537719,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2046,34.1,12280,12.28
2025-05-26T19:51:34.147074,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1843,30.72,14557,14.56
2025-05-26T19:56:36.758616,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,2952,49.2,20129,20.13
2025-05-26T19:56:37.161812,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1171,19.52,5825,5.83
2025-05-26T19:56:37.562587,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,801,13.35,3128,3.13
2025-05-26T19:56:38.015124,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,573,9.55,3160,3.16
2025-05-26T19:56:38.738813,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3556,59.27,19591,19.59
2025-05-26T19:56:39.014019,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,879,14.65,6545,6.54
2025-05-26T19:56:39.647083,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2601,43.35,16860,16.86
2025-05-26T19:56:39.912761,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,298,4.97,1167,1.17
2025-05-26T19:56:40.453135,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,1990,33.17,12280,12.28
2025-05-26T19:56:41.002540,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1830,30.5,14557,14.56
2025-05-26T20:01:42.827644,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,2934,48.9,20129,20.13
2025-05-26T20:01:43.336665,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1151,19.18,5825,5.83
2025-05-26T20:01:43.731382,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,787,13.12,3134,3.13
2025-05-26T20:01:44.130313,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,576,9.6,3160,3.16
2025-05-26T20:01:44.695093,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,3481,58.02,19591,19.59
2025-05-26T20:01:45.699762,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,886,14.77,6545,6.54
2025-05-26T20:01:46.117896,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2570,42.83,16860,16.86
2025-05-26T20:01:46.504198,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,284,4.73,1167,1.17
2025-05-26T20:01:46.936490,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2030,33.83,12280,12.28
2025-05-26T20:01:47.665673,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1806,30.1,14557,14.56
2025-05-26T20:06:48.762753,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Road No. 36,2955,49.25,17501,17.5
